iter	MAE	RMSE
397	0.0008359075605	0.0008369075605
398	0.0008254462158	0.0008264462158
399	0.0008151156379	0.0008161156379
400	0.0008049141923	0.0008059141923
401	0.0007948402648	0.0007958402648
402	0.0007848922613	0.0007858922613
403	0.0007750686079	0.0007760686079
404	0.0007653677502	0.0007663677502
405	0.0007557881531	0.0007567881531
406	0.0007463283011	0.0007473283011
407	0.0007369866972	0.0007379866972
408	0.0007277618633	0.0007287618633
409	0.0007186523399	0.0007196523399
410	0.0007096566855	0.0007106566855
411	0.0007007734768	0.0007017734768
412	0.0006920013082	0.0006930013082
413	0.0006833387917	0.0006843387917
414	0.0006747845567	0.0006757845567
415	0.0006663372496	0.0006673372496
416	0.0006579955339	0.0006589955339
417	0.0006497580896	0.0006507580896
418	0.0006416236133	0.0006426236133
419	0.0006335908181	0.0006345908181
420	0.0006256584327	0.0006266584327
421	0.0006178252022	0.0006188252022
422	0.000610089887	0.000611089887
423	0.0006024512633	0.0006034512633
424	0.0005949081224	0.0005959081224
425	0.0005874592708	0.0005884592708
426	0.0005801035298	0.0005811035298
427	0.0005728397356	0.0005738397356
428	0.0005656667388	0.0005666667388
429	0.0005585834044	0.0005595834044
430	0.0005515886118	0.0005525886118
431	0.000544681254	0.000545681254
432	0.0005378602382	0.0005388602382
433	0.0005311244852	0.0005321244852
434	0.000524472929	0.000525472929
435	0.0005179045173	0.0005189045173
436	0.0005114182107	0.0005124182107
437	0.000505012983	0.000506012983
438	0.0004986878206	0.0004996878206
439	0.0004924417228	0.0004934417228
440	0.0004862737011	0.0004872737011
441	0.0004801827798	0.0004811827798
442	0.0004741679949	0.0004751679949
443	0.0004682283949	0.0004692283949
444	0.0004623630399	0.0004633630399
445	0.0004565710018	0.0004575710018
446	0.0004508513642	0.0004518513642
447	0.0004452032221	0.0004462032221
448	0.0004396256817	0.0004406256817
449	0.0004341178606	0.0004351178606
450	0.0004286788873	0.0004296788873
451	0.0004233079011	0.0004243079011
452	0.0004180040523	0.0004190040523
453	0.0004127665015	0.0004137665015
454	0.0004075944202	0.0004085944202
455	0.0004024869899	0.0004034869899
456	0.0003974434024	0.0003984434024
457	0.0003924628598	0.0003934628598
458	0.000387544574	0.000388544574
459	0.0003826877667	0.0003836877667
460	0.0003778916696	0.0003788916696
461	0.0003731555236	0.0003741555236
462	0.0003684785795	0.0003694785795
463	0.0003638600972	0.0003648600972
464	0.0003592993459	0.0003602993459
465	0.000354795604	0.000355795604
466	0.0003503481589	0.0003513481589
467	0.0003459563069	0.0003469563069
468	0.000341619353	0.000342619353
469	0.000337336611	0.000338336611
470	0.0003331074033	0.0003341074033
471	0.0003289310607	0.0003299310607
472	0.0003248069224	0.0003258069224
473	0.0003207343358	0.0003217343358
474	0.0003167126565	0.0003177126565
475	0.0003127412483	0.0003137412483
476	0.0003088194826	0.0003098194826
477	0.000304946739	0.000305946739
478	0.0003011224047	0.0003021224047
479	0.0002973458746	0.0002983458746
480	0.0002936165511	0.0002946165511
481	0.0002899338442	0.0002909338442
482	0.0002862971711	0.0002872971711
483	0.0002827059564	0.0002837059564
484	0.0002791596319	0.0002801596319
485	0.0002756576364	0.0002766576364
486	0.0002721994159	0.0002731994159
487	0.0002687844231	0.0002697844231
488	0.0002654121178	0.0002664121178
489	0.0002620819663	0.0002630819663
490	0.0002587934417	0.0002597934417
491	0.0002555460236	0.0002565460236
492	0.0002523391982	0.0002533391982
493	0.0002491724582	0.0002501724582
494	0.0002460453024	0.0002470453024
495	0.0002429572361	0.0002439572361
496	0.0002399077706	0.0002409077706
497	0.0002368964234	0.0002378964234
498	0.0002339227181	0.0002349227181
499	0.0002309861841	0.0002319861841
